element	sp_num	obs_wl_vac(nm)	ritz_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
N	1	""	"88.6333"	""	"5.58e+07"	D+	"0.000"	"112824.459"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).5d"	"4P"	"5/2"		"T5723LS"	""	
N	3	""	"88.7057"	""	"3.44e+08"	B	"317293.6"	"430025.9"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2p2.(3P).3p"	"4S*"	"3/2"		"T7192LS"	""	
N	3	""	"88.7393"	""	"6.88e+08"	B	"317336.2"	"430025.9"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2p2.(3P).3p"	"4S*"	"3/2"		"T7192LS"	""	
N	1	""	"88.7458"	""	"1.51e+07"	D+	"0.000"	"112681.389"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).6s"	"4P"	"5/2"		"T5723LS"	""	
N	3	""	"88.7857"	""	"1.03e+09"	B	"317395.2"	"430025.9"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2p2.(3P).3p"	"4S*"	"3/2"		"T7192LS"	""	
N	1	""	"88.8024"	""	"1.51e+07"	D+	"0.000"	"112609.612"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).6s"	"4P"	"3/2"		"T5723LS"	""	
N	1	""	"88.8372"	""	"1.51e+07"	D+	"0.000"	"112565.470"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).6s"	"4P"	"1/2"		"T5723LS"	""	
N	3	""	"89.1324"	""	"6.01e+06"	C	"317293.6"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).7d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"89.1324"	""	"1.50e+07"	B	"317293.6"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).7d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"89.1662"	""	"1.08e+07"	B	"317336.2"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).7d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"89.1662"	""	"4.80e+06"	C+	"317336.2"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).7d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"89.1662"	""	"3.00e+07"	B	"317336.2"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).7d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"89.1758"	""	"1.01e+08"	B	"309656.2"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).6d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"89.1758"	""	"5.07e+07"	B	"309656.2"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).6d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"89.1907"	""	"2.94e+07"	B	"317293.6"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).7d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"89.1907"	""	"5.88e+07"	B	"317293.6"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).7d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"89.2042"	""	"8.10e+07"	B	"309691.8"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"89.2042"	""	"4.73e+07"	B	"309691.8"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"89.2042"	""	"1.01e+08"	B	"309691.8"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).6d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"89.2131"	""	"2.52e+07"	B	"317395.2"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).7d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"89.2131"	""	"1.62e+07"	B	"317395.2"	"429486.3"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).7d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"89.2246"	""	"1.17e+07"	C+	"317336.2"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).7d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"89.2246"	""	"4.93e+07"	B	"317336.2"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).7d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"89.2246"	""	"3.76e+07"	B	"317336.2"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).7d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"89.2533"	""	"7.08e+07"	B	"309753.5"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"89.2533"	""	"1.16e+08"	B	"309753.5"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"89.2533"	""	"2.88e+07"	B	"309753.5"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).6d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"89.2716"	""	"7.03e+07"	B	"317395.2"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).7d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"89.2716"	""	"2.11e+07"	B	"317395.2"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).7d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"89.2716"	""	"3.52e+06"	C+	"317395.2"	"429412.9"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).7d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"89.3301"	""	"1.73e+08"	B	"309849.8"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).6d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"89.3301"	""	"3.83e+07"	B	"309849.8"	"421794.2"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).6d"	"4D*"	"5/2"		"T7192LS"	""	
N	2	""	"89.8575"	""	"1.16e+07"	D	"92250.3"	"203537.66"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3S"	"1"		"T6385"	""	
N	2	""	"89.8587"	""	"3.91e+06"	D	"92251.8"	"203537.66"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3S"	"1"		"T6385"	""	
N	4	""	"90.0516"	""	"2.08e+07"	C+	"404522.4"	"515569.8"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2p.(2P*<3/2>).3p"	"1S"	"0"		"T5633"	""	
N	2	""	"90.0724"	""	"3.54e+08"	D	"92237.2"	"203258.98"	"2s.2p3"	"3D*"	"3"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
N	2	""	"90.0830"	""	"6.72e+07"	D	"92250.3"	"203258.98"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
N	2	""	"90.0843"	""	"4.66e+06"	D	"92251.8"	"203258.98"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3P"	"2"		"T6385n"	""	
N	2	""	"90.1398"	""	"3.07e+08"	D	"92250.3"	"203189.03"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
N	2	""	"90.1411"	""	"1.07e+08"	D	"92251.8"	"203189.03"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3P"	"1"		"T6385n"	""	
N	2	""	"90.1626"	""	"4.29e+08"	D	"92251.8"	"203162.48"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3P"	"0"		"T6385n"	""	
N	2	""	"90.3962"	""	"1.35e+07"	D	"92237.2"	"202861.36"	"2s.2p3"	"3D*"	"3"	"2s2.2p.4p"	"3D"	"3"		"T6385"	""	
N	2	""	"90.4069"	""	"1.65e+06"	D	"92250.3"	"202861.36"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3D"	"3"		"T6385"	""	
N	2	""	"90.4748"	""	"9.78e+06"	D	"92237.2"	"202765.26"	"2s.2p3"	"3D*"	"3"	"2s2.2p.4p"	"3D"	"2"		"T6385"	""	
N	2	""	"90.4855"	""	"6.62e+06"	D	"92250.3"	"202765.26"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3D"	"2"		"T6385"	""	
N	2	""	"90.4867"	""	"1.75e+06"	D	"92251.8"	"202765.26"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3D"	"2"		"T6385"	""	
N	2	""	"90.5274"	""	"1.01e+07"	D	"92250.3"	"202714.12"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3D"	"1"		"T6385"	""	
N	2	""	"90.5286"	""	"7.00e+06"	D	"92251.8"	"202714.12"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3D"	"1"		"T6385"	""	
N	1	""	"90.6207"	""	"9.99e+07"	D+	"0.000"	"110350.014"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"1/2"		"T5723LS"	""	
N	1	""	"90.6432"	""	"9.99e+07"	D+	"0.000"	"110322.721"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"3/2"		"T5723LS"	""	
N	1	""	"90.6619"	""	"9.98e+07"	D+	"0.000"	"110299.974"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"5/2"		"T5723LS"	""	
N	4	""	"90.8057"	""	"1.41e+09"	B	"404522.4"	"514647.7"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.4d"	"1D"	"2"		"T5633"	""	
N	3	""	"90.8115"	""	"1.82e+08"	B	"309753.5"	"419871.7"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2p2.(3P).3p"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"90.8192"	""	"2.98e+08"	B	"309691.8"	"419800.7"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2p2.(3P).3p"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"90.8419"	""	"3.19e+08"	B	"309656.2"	"419737.6"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2p2.(3P).3p"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"90.8701"	""	"7.32e+08"	B	"309753.5"	"419800.7"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2p2.(3P).3p"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"90.8713"	""	"5.11e+08"	B	"309691.8"	"419737.6"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2p2.(3P).3p"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"90.8727"	""	"6.38e+08"	B	"309656.2"	"419700.3"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2p2.(3P).3p"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"90.8910"	""	"1.09e+09"	B	"309849.8"	"419871.7"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2p2.(3P).3p"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"90.9021"	""	"6.38e+08"	B	"309691.8"	"419700.3"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2p2.(3P).3p"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"90.9222"	""	"4.46e+08"	B	"309753.5"	"419737.6"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2p2.(3P).3p"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"90.9497"	""	"2.42e+08"	B	"309849.8"	"419800.7"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2p2.(3P).3p"	"4D*"	"5/2"		"T7192LS"	""	
N	1	"90.9697"	"90.9697"	"90"	"2.93e+07"	D+	"0.000"	"109926.661"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"5/2"		"T5723LS"	"L3513"	
N	3	""	"90.9762"	""	"3.13e+08"	B	"379300.1"	"489219.0"	"2s.2p.(3P*).4p"	"4P"	"1/2"	"2p2.(3P).4p"	"4S*"	"3/2"		"T7192LS"	""	
N	2	""	"90.9762"	""	"3.82e+05"	D	"92251.8"	"202170.63"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"1P"	"1"		"T6385"	""	
N	3	""	"91.0132"	""	"6.25e+08"	B	"379344.8"	"489219.0"	"2s.2p.(3P*).4p"	"4P"	"3/2"	"2p2.(3P).4p"	"4S*"	"3/2"		"T7192LS"	""	
N	1	"91.0278"	"91.0278"	"80"	"2.92e+07"	D+	"0.000"	"109856.520"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"3/2"		"T5723LS"	"L3513"	
N	3	""	"91.0569"	""	"9.36e+08"	B	"379397.6"	"489219.0"	"2s.2p.(3P*).4p"	"4P"	"5/2"	"2p2.(3P).4p"	"4S*"	"3/2"		"T7192LS"	""	
N	1	"91.0645"	"91.0645"	"40"	"2.92e+07"	D+	"0.000"	"109812.233"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).5s"	"4P"	"1/2"		"T5723LS"	"L3513"	
N	2	"91.5612"	"91.5612"	"450"	"4.23e+08"	A	"0.0"	"109216.6"	"2s2.2p2"	"3P"	"0"	"2s.2p3"	"3P*"	"1"		"T7333"	"L3513"	
N	2	"91.5962"	"91.5962"	"450"	"1.27e+09"	A	"48.7"	"109223.5"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"3P*"	"0"		"T7333"	"L3513"	
N	2	"91.6012"	"91.6012"	"550"	"3.14e+08"	A	"48.7"	"109217.6"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"3P*"	"2"		"T7333"	"L3513"	
N	2	""	"91.6020"	""	"3.21e+08"	A	"48.7"	"109216.6"	"2s2.2p2"	"3P"	"1"	"2s.2p3"	"3P*"	"1"		"T7333"	""	
N	2	"91.6701"	"91.6701"	"650"	"9.55e+08"	A	"130.8"	"109217.6"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"3P*"	"2"		"T7333"	"L3513"	
N	2	""	"91.6710"	""	"5.27e+08"	A	"130.8"	"109216.6"	"2s2.2p2"	"3P"	"2"	"2s.2p3"	"3P*"	"1"		"T7333"	""	
N	3	""	"91.8568"	""	"1.38e+08"	B	"245665.4"	"354530.5"	"2s2.3p"	"2P*"	"1/2"	"2s2.6d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"91.8871"	""	"1.65e+08"	B	"245701.3"	"354530.5"	"2s2.3p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"91.8871"	""	"2.75e+07"	B	"245701.3"	"354530.5"	"2s2.3p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"3/2"		"T7192LS"	""	
N	4	""	"92.1458"	""	"1.73e-02"	C+	"67209.2"	"175732.9"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2p2"	"3P"	"2"	M2	"T4308"	""	
N	3	""	"92.1760"	""	"7.40e+05"	C	"311690.3"	"420178.4"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"92.1972"	""	"3.70e+06"	C+	"311715.2"	"420178.4"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
N	4	"92.1992"	"92.1994"	"520"	"4.415e+08"	A+	"67272.3"	"175732.9"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"3P"	"2"		"u24"	"L4738"	
N	4	""	"92.1994"	""	"2.82e-05"	C	"67272.3"	"175732.9"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"3P"	"2"	M2	"T4308"	""	
N	3	""	"92.2375"	""	"2.95e+06"	C	"311690.3"	"420106.1"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
N	4	"92.2519"	"92.2519"	"500"	"5.876e+08"	A+	"67209.2"	"175608.1"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2p2"	"3P"	"1"		"u24"	"L4738"	
N	3	""	"92.2587"	""	"1.48e+06"	C	"311715.2"	"420106.1"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
N	4	""	"92.3056"	""	"8.04e-02"	C+	"67272.3"	"175608.1"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"3P"	"1"	M2	"T4308"	""	
N	4	"92.3057"	"92.3056"	"480"	"4.399e+08"	A+	"67272.3"	"175608.1"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"3P"	"1"		"u24"	"L4738"	
N	4	""	"92.3220"	""	"1.319e+09"	A+	"67416.3"	"175732.9"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"3P"	"2"		"u24"	""	
N	4	""	"92.3220"	""	"1.02e-01"	C+	"67416.3"	"175732.9"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"3P"	"2"	M2	"T4308"	""	
N	4	""	"92.3676"	""	"1.756e+09"	A+	"67272.3"	"175535.4"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"3P"	"0"		"u24"	""	
N	4	"92.4283"	"92.4284"	"520"	"7.304e+08"	A+	"67416.3"	"175608.1"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"3P"	"1"		"u24"	"L4738"	
N	4	""	"92.4284"	""	"1.08e-04"	C	"67416.3"	"175608.1"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"3P"	"1"	M2	"T4308"	""	
N	4	""	"92.4906"	""	"7.65e-02"	C+	"67416.3"	"175535.4"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"3P"	"0"	M2	"T4308,T3474"	""	
N	3	""	"92.8937"	""	"1.50e+08"	B	"314217.3"	"421867.2"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"92.9144"	""	"1.50e+08"	B	"314217.3"	"421843.2"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"92.9568"	""	"1.50e+08"	B	"314217.3"	"421794.2"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"		"T7192LS"	""	
N	5	""	"94.2296"	""	"2.06e+08"	B	"606348.8"	"712472.6"	"1s2.4s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"94.2379"	""	"2.06e+08"	B	"606348.8"	"712463.2"	"1s2.4s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"1/2"		"T5118LS"	""	
N	3	""	"94.2413"	""	"1.42e+08"	B	"203074.6"	"309185.2"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"94.2540"	""	"1.57e+07"	B	"203088.9"	"309185.2"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"94.3020"	""	"1.57e+08"	B	"203088.9"	"309131.2"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).3p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"94.7379"	""	"1.25e+08"	B	"297151.2"	"402705.6"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"94.8106"	""	"4.98e+08"	B	"297151.2"	"402624.6"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
N	4	""	"94.8151"	""	"9.93e+08"	B	"405971.6"	"511440"	"1s2.2s.3p"	"3P*"	"0"	"1s2.2s.4d"	"3D"	"1"		"T5633LS"	""	
N	4	""	"94.8240"	""	"1.34e+09"	B	"405987.5"	"511446"	"1s2.2s.3p"	"3P*"	"1"	"1s2.2s.4d"	"3D"	"2"		"T5633LS"	""	
N	4	""	"94.8294"	""	"7.44e+08"	B	"405987.5"	"511440"	"1s2.2s.3p"	"3P*"	"1"	"1s2.2s.4d"	"3D"	"1"		"T5633LS"	""	
N	3	""	"94.8396"	""	"6.22e+08"	B	"297264.4"	"402705.6"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
N	4	""	"94.8540"	""	"1.78e+09"	B	"406022.8"	"511448.0"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.4d"	"3D"	"3"		"T5633LS"	""	
N	4	""	"94.8558"	""	"4.46e+08"	B	"406022.8"	"511446"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.4d"	"3D"	"2"		"T5633LS"	""	
N	4	""	"94.8612"	""	"4.96e+07"	B	"406022.8"	"511440"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.4d"	"3D"	"1"		"T5633LS"	""	
N	3	""	"94.9125"	""	"2.48e+08"	B	"297264.4"	"402624.6"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
N	1	""	"95.1079"	""	"8.29e+05"	B	"0.000"	"105143.710"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2D"	"5/2"		"T7370"	""	
N	1	""	"95.1295"	""	"1.71e+05"	B	"0.000"	"105119.880"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2D"	"3/2"		"T7370"	""	
N	1	""	"95.2303"	""	"1.12e+07"	B	"0.000"	"105008.55"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"5/2"		"T7370"	""	
N	1	""	"95.2415"	""	"1.45e+07"	B	"0.000"	"104996.27"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"3/2"		"T7370"	""	
N	1	""	"95.2523"	""	"7.62e+06"	B	"0.000"	"104984.37"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"1/2"		"T7370"	""	
N	1	"95.3415"	"95.3415"	"90"	"1.90e+08"	B	"0.000"	"104886.10"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"1/2"		"T7370"	"L3513"	
N	1	"95.3655"	"95.3655"	"100"	"1.81e+08"	B	"0.000"	"104859.73"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"3/2"		"T7370"	"L3513"	
N	1	"95.3970"	"95.3970"	"130"	"1.62e+08"	B	"0.000"	"104825.110"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"5/2"		"T7370"	"L3513"	
N	1	""	"95.4104"	""	"1.95e+07"	B+	"0.000"	"104810.360"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2F"	"5/2"		"T7370"	""	
N	1	""	"95.5264"	""	"3.37e+05"	B+	"0.000"	"104683.060"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4F"	"5/2"		"T7370"	""	
N	4	"95.5335"	"95.5334"	"1000"	"2.919e+09"	A+	"130693.9"	"235369.3"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p2"	"1S"	"0"		"u24"	"L4738"	
N	1	""	"95.5437"	""	"1.40e+04"	B+	"0.000"	"104664.130"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4F"	"3/2"		"T7370"	""	
N	1	""	"95.5529"	""	"2.63e+05"	B	"0.000"	"104654.030"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2P"	"1/2"		"T7370"	""	
N	1	""	"95.5882"	""	"4.29e+05"	B	"0.000"	"104615.470"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"2P"	"3/2"		"T7370"	""	
N	3	""	"95.6264"	""	"1.81e+07"	B	"317293.6"	"421867.2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).6d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"95.6484"	""	"4.52e+07"	B	"317293.6"	"421843.2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"95.6654"	""	"9.04e+07"	B	"317336.2"	"421867.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"95.6874"	""	"1.44e+07"	B	"317336.2"	"421843.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"95.7323"	""	"3.25e+07"	B	"317336.2"	"421794.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"95.7414"	""	"4.87e+07"	B	"317395.2"	"421843.2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).6d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"95.7864"	""	"7.56e+07"	B	"317395.2"	"421794.2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).6d"	"4P*"	"5/2"		"T7192LS"	""	
N	1	""	"95.9494"	""	"3.75e+05"	B+	"0.000"	"104221.630"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4s"	"2P"	"3/2"		"T7370"	""	
N	3	""	"96.0067"	""	"7.53e+07"	B	"245665.4"	"349824.8"	"2s2.3p"	"2P*"	"1/2"	"2s2.6s"	"2S"	"1/2"		"T7192LS"	""	
N	1	""	"96.0201"	""	"1.69e+05"	B+	"0.000"	"104144.820"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4s"	"2P"	"1/2"		"T7370"	""	
N	3	""	"96.0398"	""	"1.50e+08"	B	"245701.3"	"349824.8"	"2s2.3p"	"2P*"	"3/2"	"2s2.6s"	"2S"	"1/2"		"T7192LS"	""	
N	1	"96.3990"	"96.3990"	"130"	"5.94e+07"	A	"0.000"	"103735.48"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4s"	"4P"	"5/2"		"T7370"	"L3513"	
N	1	"96.4626"	"96.4626"	"115"	"5.66e+07"	A	"0.000"	"103667.16"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4s"	"4P"	"3/2"		"T7370"	"L3513"	
